date,albany_do,norrie_do,albany_rainfall,norrie_rainfall,albany_turbidity,norrie_turbidity
2011-08-28 18:45:00,7.98,7.66,4.88999,6.029988,43.8,56.1
2011-08-28 19:00:00,8.02,7.67,4.88999,6.029988,42.2,69.6
2011-08-28 19:15:00,8.09,7.74,4.88999,6.029988,47.1,68.7
2011-08-28 19:30:00,8.18,7.77,4.88999,6.029988,55.2,68.5
2011-08-28 19:45:00,8.25,7.77,4.88999,6.029988,60.0,74.9
2011-08-28 20:00:00,8.33,7.76,4.88999,6.029988,68.2,67.3
2011-08-28 20:15:00,8.41,7.76,4.88999,6.029988,76.6,72.5
2011-08-28 20:30:00,8.45,7.74,4.88999,6.029988,89.8,69.5
2011-08-28 20:45:00,8.49,7.71,4.88999,6.029988,97.5,62.0
2011-08-28 21:00:00,8.51,7.69,4.88999,6.029988,105.6,68.7
2011-08-28 21:15:00,8.54,7.66,4.88999,6.029988,111.8,59.3
2011-08-28 21:30:00,8.57,7.66,4.88999,6.029988,119.2,65.3
2011-08-28 21:45:00,8.6,7.53,4.88999,6.029988,137.2,69.0
2011-08-28 22:00:00,8.61,7.57,4.88999,6.029988,131.3,106.4
2011-08-28 22:15:00,8.63,7.51,4.89999,6.029988,138.4,76.4
2011-08-28 22:30:00,8.65,7.47,4.89999,6.029988,138.7,63.8
2011-08-28 22:45:00,8.67,7.34,4.89999,6.029988,137.2,69.7
2011-08-28 23:00:00,8.68,7.39,4.89999,6.029988,131.1,70.9
2011-08-28 23:15:00,8.71,7.49,4.89999,6.029988,138.1,67.4
2011-08-28 23:30:00,8.71,7.34,4.89999,6.029988,132.6,75.8
2011-08-28 23:45:00,8.76,7.36,4.89999,6.029988,136.0,90.2
2011-08-29 00:00:00,8.76,7.43,4.89999,6.029988,138.8,97.6
2011-08-29 00:15:00,8.77,7.59,4.89999,6.029988,139.7,101.0
2011-08-29 00:30:00,8.78,7.62,4.89999,6.029988,134.9,119.0
2011-08-29 00:45:00,8.81,7.55,4.89999,6.029988,146.5,118.9
2011-08-29 01:00:00,8.81,7.63,0.0,0.0,146.3,115.3
2011-08-29 01:15:00,8.85,7.63,0.0,0.0,155.8,115.6
2011-08-29 01:30:00,8.86,7.73,0.0,0.0,160.9,116.4
2011-08-29 01:45:00,8.89,7.74,0.0,0.0,161.5,124.7
2011-08-29 02:00:00,8.91,7.79,0.0,0.0,168.1,133.8
2011-08-29 02:15:00,8.91,7.74,0.0,0.0,175.3,143.9
2011-08-29 02:30:00,8.93,7.84,0.0,0.0,174.1,140.3
2011-08-29 02:45:00,8.95,7.79,0.0,0.0,183.3,138.6
2011-08-29 03:00:00,8.97,7.82,0.0,0.0,200.2,131.6
2011-08-29 03:15:00,8.99,7.73,0.0,0.0,215.0,130.7
2011-08-29 03:30:00,9.01,7.89,0.0,0.0,229.4,132.5
2011-08-29 03:45:00,9.03,7.89,0.0,0.0,247.8,148.9
2011-08-29 04:00:00,9.04,7.87,0.0,0.0,260.8,140.9
2011-08-29 04:15:00,9.06,7.91,0.0,0.0,287.6,150.9
2011-08-29 04:30:00,9.08,7.87,0.0,0.0,296.5,147.2
2011-08-29 04:45:00,9.1,7.91,0.0,0.0,319.5,147.0
2011-08-29 05:00:00,9.11,7.91,0.0,0.0,320.7,157.2
2011-08-29 05:15:00,9.14,7.94,0.0,0.0,332.7,149.9
2011-08-29 05:30:00,9.16,7.96,0.0,0.0,340.4,143.3
2011-08-29 05:45:00,9.18,7.97,0.0,0.0,345.9,156.5
2011-08-29 06:00:00,9.21,8.03,0.0,0.0,354.0,156.9
2011-08-29 06:15:00,9.22,7.91,0.0,0.0,407.4,160.7
2011-08-29 06:30:00,9.25,7.99,0.0,0.0,368.1,204.7
2011-08-29 06:45:00,9.27,8.01,0.0,0.0,379.1,178.7
2011-08-29 07:00:00,9.29,7.98,0.0,0.0,388.8,237.3
2011-08-29 07:15:00,9.32,7.97,0.0,0.0,394.8,237.7
2011-08-29 07:30:00,9.34,7.89,0.0,0.0,410.4,245.6
2011-08-29 07:45:00,9.37,7.94,0.0,0.0,419.1,247.0
2011-08-29 08:00:00,9.4,7.9,0.0,0.0,427.2,279.4
2011-08-29 08:15:00,9.42,7.8,0.0,0.0,438.1,270.8
2011-08-29 08:30:00,9.44,7.7,0.0,0.0,441.2,252.3
2011-08-29 08:45:00,9.44,7.74,0.0,0.0,459.6,296.1
2011-08-29 09:00:00,9.46,7.59,0.0,0.0,463.6,249.4
2011-08-29 09:15:00,9.47,7.67,0.0,0.0,473.2,279.9
2011-08-29 09:30:00,9.49,7.53,0.0,0.0,495.4,276.2
2011-08-29 09:45:00,9.5,7.83,0.0,0.0,522.7,295.0
2011-08-29 10:00:00,9.52,7.86,0.0,0.0,525.0,302.3
2011-08-29 10:15:00,9.52,7.76,0.0,0.0,548.9,281.8
2011-08-29 10:30:00,9.54,7.87,0.0,0.0,561.4,319.6
2011-08-29 10:45:00,9.55,7.85,0.0,0.0,568.6,335.3
2011-08-29 11:00:00,9.55,7.87,0.0,0.0,610.4,342.4
2011-08-29 11:15:00,9.58,7.84,0.0,0.0,668.2,275.0
2011-08-29 11:30:00,9.57,7.85,0.0,0.0,657.0,319.7
2011-08-29 11:45:00,9.57,7.88,0.0,0.0,691.2,315.6
2011-08-29 12:00:00,9.58,7.88,0.0,0.0,767.8,309.0
2011-08-29 12:15:00,9.57,7.86,0.0,0.0,702.2,299.6
2011-08-29 12:30:00,9.58,7.89,0.0,0.0,771.1,301.0
2011-08-29 12:45:00,9.59,7.85,0.0,0.0,798.0,313.6
2011-08-29 13:00:00,9.59,7.82,0.0,0.0,753.8,318.4
2011-08-29 13:15:00,9.59,7.73,0.0,0.0,924.0,432.3
2011-08-29 13:30:00,9.6,7.76,0.0,0.0,878.0,294.4
2011-08-29 13:45:00,9.6,7.76,0.0,0.0,1144.0,278.0
2011-08-29 14:00:00,9.6,7.79,0.0,0.0,992.0,289.4
2011-08-29 14:15:00,9.6,7.84,0.0,0.0,921.0,279.1
2011-08-29 14:30:00,9.62,7.79,0.0,0.0,1077.0,281.0
2011-08-29 14:45:00,9.62,7.8,0.0,0.0,1117.0,278.3
2011-08-29 15:00:00,9.63,7.86,0.0,0.0,1108.0,285.7
2011-08-29 15:15:00,9.64,7.89,0.0,0.0,1156.0,293.6
2011-08-29 15:30:00,9.64,7.87,0.0,0.0,1155.0,280.9
2011-08-29 15:45:00,9.65,7.85,0.0,0.0,1159.0,271.4
2011-08-29 16:00:00,9.66,7.81,0.0,0.0,1164.0,278.1
2011-08-29 16:15:00,9.67,7.78,0.0,0.0,1169.0,264.4
2011-08-29 16:30:00,9.67,7.78,0.0,0.0,1172.0,266.9
2011-08-29 16:45:00,9.68,7.76,0.0,0.0,1178.0,264.4
2011-08-29 17:00:00,9.68,7.64,0.0,0.0,1178.0,251.2
2011-08-29 17:15:00,9.7,7.61,0.0,0.0,1180.0,229.1
2011-08-29 17:30:00,9.7,7.66,0.0,0.0,1180.0,276.3
2011-08-29 17:45:00,9.7,7.69,0.0,0.0,1179.0,264.7
2011-08-29 18:00:00,9.71,7.67,0.0,0.0,1179.0,247.0
2011-08-29 18:15:00,9.72,7.57,0.0,0.0,1179.0,217.2
2011-08-29 18:30:00,9.73,7.63,0.0,0.0,1179.0,212.4
2011-08-29 18:45:00,9.72,7.63,0.0,0.0,1179.0,218.9
2011-08-29 19:00:00,9.73,7.66,0.0,0.0,1179.0,210.3
2011-08-29 19:15:00,9.73,7.51,0.0,0.0,1179.0,198.2
2011-08-29 19:30:00,9.75,7.51,0.0,0.0,1178.0,200.9
2011-08-29 19:45:00,9.75,7.47,0.0,0.0,1178.0,183.0
2011-08-29 20:00:00,9.74,7.41,0.0,0.0,1179.0,174.1
2011-08-29 20:15:00,9.75,7.41,0.0,0.0,1178.0,174.7
2011-08-29 20:30:00,9.75,6.94,0.0,0.0,1178.0,172.3
2011-08-29 20:45:00,9.77,7.22,0.0,0.0,1178.0,177.1
2011-08-29 21:00:00,9.77,7.41,0.0,0.0,1178.0,199.4
2011-08-29 21:15:00,9.77,7.33,0.0,0.0,1178.0,207.9
2011-08-29 21:30:00,9.79,7.29,0.0,0.0,1178.0,217.4
2011-08-29 21:45:00,9.78,7.27,0.0,0.0,1178.0,231.6
2011-08-29 22:00:00,9.79,7.14,0.0,0.0,1178.0,206.9
2011-08-29 22:15:00,9.8,7.31,0.0,0.0,1177.0,202.8
2011-08-29 22:30:00,9.81,7.34,0.0,0.0,1177.0,202.2
2011-08-29 22:45:00,9.81,7.31,0.0,0.0,1177.0,194.0
2011-08-29 23:00:00,9.81,7.3,0.0,0.0,1177.0,188.7
2011-08-29 23:15:00,9.82,7.27,0.0,0.0,1177.0,193.0
2011-08-29 23:30:00,9.83,7.3,0.0,0.0,1177.0,191.3
2011-08-29 23:45:00,9.84,7.19,0.0,0.0,1176.0,209.5
2011-08-30 00:00:00,9.84,7.33,0.0,0.0,1176.0,181.0
2011-08-30 00:15:00,9.84,7.37,0.0,0.0,1176.0,184.2
2011-08-30 00:30:00,9.86,7.24,0.0,0.0,1174.0,183.6
2011-08-30 00:45:00,9.87,7.33,0.0,0.0,1173.0,180.6
2011-08-30 01:00:00,9.86,7.36,0.0,0.0,1174.0,176.4
2011-08-30 01:15:00,9.87,7.15,0.0,0.0,1175.0,138.3
2011-08-30 01:30:00,9.87,7.22,0.0,0.0,1173.0,173.0
2011-08-30 01:45:00,9.88,6.99,0.0,0.0,1166.0,124.5
2011-08-30 02:00:00,9.87,7.17,0.0,0.0,1169.0,171.0
2011-08-30 02:15:00,9.88,7.25,0.0,0.0,1169.0,171.0
2011-08-30 02:30:00,9.88,7.29,0.0,0.0,1159.0,176.8
2011-08-30 02:45:00,9.89,7.25,0.0,0.0,1164.0,172.1
2011-08-30 03:00:00,9.89,7.35,0.0,0.0,1156.0,182.0
2011-08-30 03:15:00,9.88,7.38,0.0,0.0,1167.0,172.4
2011-08-30 03:30:00,9.89,7.4,0.0,0.0,1148.0,172.3
2011-08-30 03:45:00,9.89,7.38,0.0,0.0,1168.0,184.2
2011-08-30 04:00:00,9.9,7.51,0.0,0.0,1127.0,172.4
2011-08-30 04:15:00,9.9,7.46,0.0,0.0,1152.0,165.4
2011-08-30 04:30:00,9.9,7.42,0.0,0.0,1071.0,165.9
2011-08-30 04:45:00,9.9,7.52,0.0,0.0,1092.0,162.4
2011-08-30 05:00:00,9.89,7.49,0.0,0.0,1153.0,166.2
2011-08-30 05:15:00,9.89,7.45,0.0,0.0,1061.0,155.3
2011-08-30 05:30:00,9.9,7.17,0.0,0.0,1046.0,139.1
2011-08-30 05:45:00,9.89,7.02,0.0,0.0,1015.0,143.1
2011-08-30 06:00:00,9.88,7.21,0.0,0.0,1009.0,114.8
2011-08-30 06:15:00,9.88,7.48,0.0,0.0,1036.0,153.3
2011-08-30 06:30:00,9.87,7.31,0.0,0.0,1153.0,154.6
2011-08-30 06:45:00,9.86,7.23,0.0,0.0,988.0,143.4
2011-08-30 07:00:00,9.86,7.25,0.0,0.0,915.0,155.4
2011-08-30 07:15:00,9.85,7.37,0.0,0.0,1002.0,149.9
2011-08-30 07:30:00,9.86,7.25,0.0,0.0,1060.0,159.6
2011-08-30 07:45:00,9.85,7.26,0.0,0.0,959.0,164.6
2011-08-30 08:00:00,9.84,7.0,0.0,0.0,852.0,141.7
2011-08-30 08:15:00,9.83,7.18,0.0,0.0,1037.0,154.0
2011-08-30 08:30:00,9.84,7.24,0.0,0.0,893.0,149.3
2011-08-30 08:45:00,9.82,7.27,0.0,0.0,1041.0,167.3
2011-08-30 09:00:00,9.81,7.23,0.0,0.0,1042.0,167.6
2011-08-30 09:15:00,9.81,7.0,0.0,0.0,1162.0,184.2
2011-08-30 09:30:00,9.8,7.1,0.0,0.0,868.0,171.5
2011-08-30 09:45:00,9.78,7.19,0.0,0.0,937.0,168.5
2011-08-30 10:00:00,9.78,7.05,0.0,0.0,768.0,190.0
2011-08-30 10:15:00,9.78,7.0,0.0,0.0,836.0,167.4
2011-08-30 10:30:00,9.76,7.15,0.0,0.0,905.0,188.9
2011-08-30 10:45:00,9.76,7.28,0.0,0.0,813.0,181.4
2011-08-30 11:00:00,9.75,7.26,0.0,0.0,773.5,173.4
2011-08-30 11:15:00,9.73,7.26,0.0,0.0,859.0,163.0
2011-08-30 11:30:00,9.72,7.27,0.0,0.0,740.1,175.2
2011-08-30 11:45:00,9.72,7.31,0.0,0.0,746.7,169.8
2011-08-30 12:00:00,9.72,7.3,0.0,0.0,788.6,170.6
2011-08-30 12:15:00,9.74,7.28,0.0,0.0,759.5,183.2
2011-08-30 12:30:00,9.73,7.28,0.0,0.0,816.0,186.5
2011-08-30 12:45:00,9.71,7.33,0.0,0.0,829.0,178.5
2011-08-30 13:00:00,9.74,7.27,0.0,0.0,710.1,179.5
2011-08-30 13:15:00,9.74,7.24,0.0,0.0,712.1,164.6
2011-08-30 13:30:00,9.74,7.0,0.0,0.0,725.8,143.3
2011-08-30 13:45:00,9.7,7.3,0.0,0.0,739.0,157.7
2011-08-30 14:00:00,9.71,7.08,0.0,0.0,846.0,142.3
2011-08-30 14:15:00,9.71,7.23,0.0,0.0,698.5,150.6
2011-08-30 14:30:00,9.73,7.33,0.0,0.0,706.7,145.5
2011-08-30 14:45:00,9.72,6.8,0.0,0.0,679.1,108.7
2011-08-30 15:00:00,9.72,7.03,0.0,0.0,615.4,144.8
2011-08-30 15:15:00,9.7,7.23,0.0,0.0,777.5,137.0
2011-08-30 15:30:00,9.71,7.18,0.0,0.0,615.2,140.3
2011-08-30 15:45:00,9.71,7.13,0.0,0.0,949.0,144.6
2011-08-30 16:00:00,9.7,7.2,0.0,0.0,626.1,149.9
2011-08-30 16:15:00,9.7,7.34,0.0,0.0,608.3,167.1
2011-08-30 16:30:00,9.72,7.3,0.0,0.0,703.5,176.0
2011-08-30 16:45:00,9.72,7.33,0.0,0.0,612.7,165.2
2011-08-30 17:00:00,9.72,7.46,0.0,0.0,589.0,177.4
2011-08-30 17:15:00,9.71,7.32,0.0,0.0,539.8,181.5
2011-08-30 17:30:00,9.68,7.41,0.0,0.0,701.6,204.9
2011-08-30 17:45:00,9.69,7.41,0.0,0.0,587.7,200.1
2011-08-30 18:00:00,9.71,7.4,0.0,0.0,577.8,196.2
2011-08-30 18:15:00,9.69,7.47,0.0,0.0,625.2,228.3
2011-08-30 18:30:00,9.7,7.46,0.0,0.0,595.6,222.2
2011-08-30 18:45:00,9.7,7.42,0.0,0.0,545.6,212.1
2011-08-30 19:00:00,9.71,7.38,0.0,0.0,500.8,226.2
2011-08-30 19:15:00,9.69,7.3,0.0,0.0,605.8,266.4
2011-08-30 19:30:00,9.68,7.31,0.0,0.0,539.9,227.0
2011-08-30 19:45:00,9.68,7.32,0.0,0.0,558.1,215.8
2011-08-30 20:00:00,9.67,7.27,0.0,0.0,584.9,246.5
2011-08-30 20:15:00,9.67,7.33,0.0,0.0,511.2,229.7
2011-08-30 20:30:00,9.65,7.09,0.0,0.0,517.2,192.5
2011-08-30 20:45:00,9.64,7.19,0.0,0.0,557.9,201.2
2011-08-30 21:00:00,9.65,6.83,0.0,0.0,518.1,166.3
2011-08-30 21:15:00,9.64,7.28,0.0,0.0,515.3,224.5
2011-08-30 21:30:00,9.67,7.42,0.0,0.0,501.5,228.0
2011-08-30 21:45:00,9.6,6.96,0.0,0.0,515.7,208.0
2011-08-30 22:00:00,9.63,6.97,0.0,0.0,464.0,216.9
2011-08-30 22:15:00,9.62,7.43,0.0,0.0,577.9,324.6
2011-08-30 22:30:00,9.61,7.53,0.0,0.0,490.4,280.9
2011-08-30 22:45:00,9.6,7.55,0.0,0.0,455.9,235.3
2011-08-30 23:00:00,9.58,7.49,0.0,0.0,529.1,217.4
2011-08-30 23:15:00,9.61,7.38,0.0,0.0,506.4,234.3
2011-08-30 23:30:00,9.59,7.5,0.0,0.0,482.2,265.5
2011-08-30 23:45:00,9.61,7.35,0.0,0.0,417.4,264.5
2011-08-31 00:00:00,9.62,7.38,0.0,0.0,467.3,270.5
2011-08-31 00:15:00,9.6,7.42,0.0,0.0,456.0,262.5
2011-08-31 00:30:00,9.58,7.4,0.0,0.0,545.2,253.3
2011-08-31 00:45:00,9.58,7.49,0.0,0.0,580.5,261.0
2011-08-31 01:00:00,9.61,7.51,0.0,0.0,434.7,281.7
2011-08-31 01:15:00,9.58,7.49,0.0,0.0,446.3,271.0
2011-08-31 01:30:00,9.56,7.44,0.0,0.0,559.6,248.4
2011-08-31 01:45:00,9.58,7.4,0.0,0.0,482.2,278.9
2011-08-31 02:00:00,9.58,7.47,0.0,0.0,448.7,250.7
2011-08-31 02:15:00,9.55,7.37,0.0,0.0,420.1,276.8
2011-08-31 02:30:00,9.56,7.42,0.0,0.0,445.5,248.9
2011-08-31 02:45:00,9.55,7.41,0.0,0.0,406.2,254.7
2011-08-31 03:00:00,9.52,7.31,0.0,0.0,478.7,234.0
2011-08-31 03:15:00,9.58,7.07,0.0,0.0,412.0,225.2
2011-08-31 03:30:00,9.51,7.22,0.0,0.0,414.9,229.9
2011-08-31 03:45:00,9.57,7.38,0.0,0.0,394.4,238.7
2011-08-31 04:00:00,9.61,7.43,0.0,0.0,300.8,242.3
2011-08-31 04:15:00,9.58,7.37,0.0,0.0,428.5,237.7
2011-08-31 04:30:00,9.57,7.39,0.0,0.0,424.1,237.9
2011-08-31 04:45:00,9.61,7.4,0.0,0.0,337.9,241.8
2011-08-31 05:00:00,9.62,7.43,0.0,0.0,278.8,233.8
2011-08-31 05:15:00,9.6,7.42,0.0,0.0,342.7,251.2
2011-08-31 05:30:00,9.59,7.21,0.0,0.0,348.5,234.1
2011-08-31 05:45:00,9.59,7.35,0.0,0.0,355.0,246.0
2011-08-31 06:00:00,9.59,7.31,0.0,0.0,347.2,261.9
2011-08-31 06:15:00,9.59,7.29,0.0,0.0,338.4,304.3
2011-08-31 06:30:00,9.59,7.25,0.0,0.0,384.3,293.7
2011-08-31 06:45:00,9.6,7.27,0.0,0.0,346.2,325.4
2011-08-31 07:00:00,9.6,7.24,0.0,0.0,315.9,332.0
2011-08-31 07:15:00,9.58,7.22,0.0,0.0,324.3,320.6
2011-08-31 07:30:00,9.59,7.19,0.0,0.0,317.1,341.4
2011-08-31 07:45:00,9.58,7.21,0.0,0.0,307.9,351.9
2011-08-31 08:00:00,9.61,7.18,0.0,0.0,382.9,314.0
2011-08-31 08:15:00,9.63,7.19,0.0,0.0,356.9,382.8
2011-08-31 08:30:00,9.63,7.1,0.0,0.0,349.9,311.5
2011-08-31 08:45:00,9.64,6.93,0.0,0.0,334.4,325.1
2011-08-31 09:00:00,9.65,6.93,0.0,0.0,326.5,299.5
2011-08-31 09:15:00,9.65,7.19,0.0,0.0,347.4,351.2
2011-08-31 09:30:00,9.67,6.93,0.0,0.0,326.2,259.9
2011-08-31 09:45:00,9.67,7.12,0.0,0.0,305.9,292.9
2011-08-31 10:00:00,9.68,6.95,0.0,0.0,313.4,280.8
2011-08-31 10:15:00,9.71,6.7,0.0,0.0,331.5,229.9
2011-08-31 10:30:00,9.7,7.29,0.0,0.0,409.4,313.3
2011-08-31 10:45:00,9.71,7.42,0.0,0.0,318.6,313.1
2011-08-31 11:00:00,9.7,7.47,0.0,0.0,315.2,304.6
2011-08-31 11:15:00,9.7,7.37,0.0,0.0,314.9,289.9
2011-08-31 11:30:00,9.71,7.35,0.0,0.0,340.8,317.3
2011-08-31 11:45:00,9.72,7.39,0.0,0.0,328.3,325.5
2011-08-31 12:00:00,9.69,7.28,0.0,0.0,339.2,326.6
2011-08-31 12:15:00,9.72,7.4,0.0,0.0,402.4,359.0
2011-08-31 12:30:00,9.72,7.42,0.0,0.0,350.6,352.2
2011-08-31 12:45:00,9.71,7.47,0.0,0.0,333.5,344.7
2011-08-31 13:00:00,9.68,7.47,0.0,0.0,332.2,359.1
2011-08-31 13:15:00,9.68,7.41,0.0,0.0,321.4,346.8
2011-08-31 13:30:00,9.69,7.46,0.0,0.0,305.7,345.9
2011-08-31 13:45:00,9.67,7.4,0.0,0.0,320.2,333.6
2011-08-31 14:00:00,9.65,7.45,0.0,0.0,307.2,342.0
2011-08-31 14:15:00,9.66,7.47,0.0,0.0,285.2,337.7
2011-08-31 14:30:00,9.65,7.43,0.0,0.0,323.5,332.8
2011-08-31 14:45:00,9.64,7.41,0.0,0.0,328.2,320.4
2011-08-31 15:00:00,9.63,7.38,0.0,0.0,315.0,299.1
2011-08-31 15:15:00,9.63,7.11,0.0,0.0,285.9,261.5
2011-08-31 15:30:00,9.59,7.07,0.0,0.0,301.6,291.5
2011-08-31 15:45:00,9.44,6.98,0.0,0.0,297.3,284.0
2011-08-31 16:00:00,9.57,7.14,0.0,0.0,293.1,271.1
2011-08-31 16:15:00,9.67,7.27,0.0,0.0,278.2,280.8
2011-08-31 16:30:00,9.68,7.17,0.0,0.0,287.9,264.4
2011-08-31 16:45:00,9.69,7.12,0.0,0.0,234.3,256.3
2011-08-31 17:00:00,9.66,7.21,0.0,0.0,262.8,291.6
2011-08-31 17:15:00,9.63,7.26,0.0,0.0,228.0,286.6
2011-08-31 17:30:00,9.62,7.2,0.0,0.0,241.4,290.4
2011-08-31 17:45:00,9.64,7.29,0.0,0.0,206.1,303.3
2011-08-31 18:00:00,9.6,7.26,0.0,0.0,222.4,298.7
2011-08-31 18:15:00,9.58,7.25,0.0,0.0,259.6,313.5
2011-08-31 18:30:00,9.56,7.29,0.0,0.0,234.6,327.2
2011-08-31 18:45:00,9.56,7.31,0.0,0.0,235.7,318.1
2011-08-31 19:00:00,9.54,7.34,0.0,0.0,274.0,322.2
2011-08-31 19:15:00,9.54,7.33,0.0,0.0,234.5,328.6
2011-08-31 19:30:00,9.53,7.32,0.0,0.0,227.6,350.0
2011-08-31 19:45:00,9.5,7.3,0.0,0.0,222.1,338.9
2011-08-31 20:00:00,9.5,7.32,0.0,0.0,246.5,332.3
2011-08-31 20:15:00,9.49,7.27,0.0,0.0,206.6,344.7
2011-08-31 20:30:00,9.49,7.25,0.0,0.0,231.7,351.1
2011-08-31 20:45:00,9.48,7.18,0.0,0.0,206.2,344.2
2011-08-31 21:00:00,9.46,6.94,0.0,0.0,212.9,327.3
2011-08-31 21:15:00,9.46,7.18,0.0,0.0,215.1,355.1
2011-08-31 21:30:00,9.43,7.13,0.0,0.0,213.9,300.9
2011-08-31 21:45:00,9.43,6.97,0.0,0.0,214.5,289.9
2011-08-31 22:00:00,9.43,7.18,0.0,0.0,223.1,346.1
2011-08-31 22:15:00,9.42,6.9,0.0,0.0,229.8,295.8
2011-08-31 22:30:00,9.39,7.35,0.0,0.0,225.4,332.1
2011-08-31 22:45:00,9.4,7.24,0.0,0.0,237.8,318.0
2011-08-31 23:00:00,9.39,7.02,0.0,0.0,239.6,312.9
2011-08-31 23:15:00,9.41,7.41,0.0,0.0,237.8,325.5
2011-08-31 23:30:00,9.43,7.34,0.0,0.0,242.2,320.6
2011-08-31 23:45:00,9.42,7.34,0.0,0.0,243.3,311.5
2011-09-01 00:00:00,9.41,7.24,0.0,0.0,229.4,309.6
2011-09-01 00:15:00,9.41,7.36,0.0,0.0,234.5,327.1
2011-09-01 00:30:00,9.44,7.28,0.0,0.0,231.1,327.3
2011-09-01 00:45:00,9.45,7.27,0.0,0.0,261.4,339.0
2011-09-01 01:00:00,9.45,7.22,0.0,0.0,258.4,330.3
2011-09-01 01:15:00,9.43,7.26,0.0,0.0,238.2,322.0
2011-09-01 01:30:00,9.42,7.27,0.0,0.0,243.3,331.9
2011-09-01 01:45:00,9.39,7.25,0.0,0.0,234.5,328.0
2011-09-01 02:00:00,9.38,7.27,0.0,0.0,272.3,336.1
2011-09-01 02:15:00,9.4,7.34,0.0,0.0,255.0,335.1
2011-09-01 02:30:00,9.4,7.3,0.0,0.0,261.2,332.3
2011-09-01 02:45:00,9.36,7.26,0.0,0.0,258.0,326.7
2011-09-01 03:00:00,9.38,7.26,0.0,0.0,223.0,314.9
2011-09-01 03:15:00,9.39,7.25,0.0,0.0,217.6,297.6
2011-09-01 03:30:00,9.41,7.2,0.0,0.0,230.4,285.2
2011-09-01 03:45:00,9.26,7.18,0.0,0.0,213.4,284.2
2011-09-01 04:00:00,9.49,7.11,0.0,0.0,185.0,280.3
2011-09-01 04:15:00,9.39,6.66,0.0,0.0,198.2,192.4
2011-09-01 04:30:00,9.38,7.08,0.0,0.0,207.0,263.3
2011-09-01 04:45:00,9.37,7.13,0.0,0.0,232.1,249.6
2011-09-01 05:00:00,9.37,7.13,0.0,0.0,235.7,264.4
2011-09-01 05:15:00,9.35,7.18,0.0,0.0,194.4,269.4
2011-09-01 05:30:00,9.41,7.25,0.0,0.0,191.1,279.0
2011-09-01 05:45:00,9.41,7.23,0.0,0.0,176.2,256.5
2011-09-01 06:00:00,9.39,7.18,0.0,0.0,186.1,262.9
2011-09-01 06:15:00,9.4,7.19,0.0,0.0,165.1,268.7
2011-09-01 06:30:00,9.41,7.17,0.0,0.0,160.5,267.8
2011-09-01 06:45:00,9.41,7.27,0.0,0.0,176.7,278.7
2011-09-01 07:00:00,9.38,7.23,0.0,0.0,174.4,283.9
2011-09-01 07:15:00,9.38,7.27,0.0,0.0,176.7,298.1
2011-09-01 07:30:00,9.36,7.24,0.0,0.0,210.0,314.3
2011-09-01 07:45:00,9.36,7.24,0.0,0.0,172.0,303.7
2011-09-01 08:00:00,9.37,7.2,0.0,0.0,168.2,303.4
2011-09-01 08:15:00,9.37,7.17,0.0,0.0,170.1,299.7
2011-09-01 08:30:00,9.36,7.22,0.0,0.0,177.0,316.6
2011-09-01 08:45:00,9.35,7.16,0.0,0.0,216.7,294.4
2011-09-01 09:00:00,9.33,7.2,0.0,0.0,166.2,296.6
2011-09-01 09:15:00,9.35,7.03,0.0,0.0,162.4,278.2
2011-09-01 09:30:00,9.33,7.11,0.0,0.0,159.8,294.4
2011-09-01 09:45:00,9.34,7.06,0.0,0.0,160.5,290.3
2011-09-01 10:00:00,9.33,7.03,0.0,0.0,153.3,274.0
2011-09-01 10:15:00,9.32,7.14,0.0,0.0,176.2,268.2
2011-09-01 10:30:00,9.28,7.1,0.0,0.0,160.9,248.2
2011-09-01 10:45:00,9.28,7.04,0.0,0.0,151.7,231.3
2011-09-01 11:00:00,9.33,7.3,0.0,0.0,176.2,286.6
2011-09-01 11:15:00,9.31,7.33,0.0,0.0,162.2,266.0
2011-09-01 11:30:00,9.28,7.45,0.0,0.0,157.3,255.7
2011-09-01 11:45:00,9.31,7.15,0.0,0.0,162.9,246.9
2011-09-01 12:00:00,9.31,7.11,0.0,0.0,162.3,237.0
2011-09-01 12:15:00,9.33,7.21,0.0,0.0,182.8,247.2
2011-09-01 12:30:00,9.36,7.18,0.0,0.0,180.6,253.0
2011-09-01 12:45:00,9.34,7.25,0.0,0.0,171.0,260.3
2011-09-01 13:00:00,9.31,7.17,0.0,0.0,173.8,263.8
2011-09-01 13:15:00,9.32,7.19,0.0,0.0,214.5,327.3
2011-09-01 13:30:00,9.37,7.19,0.0,0.0,183.4,350.7
2011-09-01 13:45:00,9.39,7.25,0.0,0.0,207.4,327.6
2011-09-01 14:00:00,9.4,7.27,0.0,0.0,185.0,335.5
2011-09-01 14:15:00,9.39,7.19,0.0,0.0,177.0,326.7
2011-09-01 14:30:00,9.37,7.23,0.0,0.0,193.1,338.5
2011-09-01 14:45:00,9.37,7.19,0.0,0.0,153.2,328.4
2011-09-01 15:00:00,9.39,7.12,0.0,0.0,207.1,311.0
2011-09-01 15:15:00,9.42,7.22,0.0,0.0,177.4,313.4
2011-09-01 15:30:00,9.43,7.21,0.0,0.0,173.8,329.8
2011-09-01 15:45:00,9.39,7.19,0.0,0.0,176.7,329.5
